Mercedes-Benz G-класс AMG,"$70000, 5831700сом","2013г.,5.5л.,автомат,внедорожник5дв.,бензин,рульслева,170000км",https://im.mashina.kg/tachka/images//a/f/8/af811f0be4bec1e2bf9a806a81ee98c3_240x180.jpg ; https://im.mashina.kg/tachka/images//9/4/6/9469715ae1d471cda242b5753b595f1d_240x180.jpg ; https://im.mashina.kg/tachka/images//4/f/c/4fc3a0704370a369def55ae64b1bb8d9_240x180.jpg ; https://im.mashina.kg/tachka/images//2/0/b/20b08f14643417084820c9f97aba651e_240x180.jpg ; https://im.mashina.kg/tachka/images//8/1/4/814e953b2e780a124ded4c8b3d25ad84_240x180.jpg
Toyota Camry,"$25000, 2082750сом","2018г.,2.5л.,автомат,седан,бензин,рульслева,45000км",https://im.mashina.kg/tachka/images//c/2/d/c2d61a485ac7a604d8b3486095c75828_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/6/6b62b764e01106ba0369c2809d8e60c3_240x180.jpg ; https://im.mashina.kg/tachka/images//c/a/f/cafb5c67c0be80151f65a0000dbdec63_240x180.jpg ; https://im.mashina.kg/tachka/images//f/5/8/f5892de9fc0a2235dcd6e648c3579ef1_240x180.jpg ; https://im.mashina.kg/tachka/images//8/f/5/8f58f8e5c249b3be12e35b6e09701b75_240x180.jpg
Toyota Yaris Verso,"$5762, 480000сом","2003г.,1.3л.,механика,компактвэн,бензин,рульслева",
Audi A6,"$4000, 333240сом","2000г.,2.7л.,автомат,седан,бензин,рульслева,200000км",https://im.mashina.kg/tachka/images//4/4/8/4484139c7d4e8a462ccf15272c507c18_240x180.jpg ; https://im.mashina.kg/tachka/images//a/8/9/a8924209b2b87c3f7eb2f434b8588011_240x180.jpg ; https://im.mashina.kg/tachka/images//b/5/a/b5a79e572416df88b1d1485a53aee5a0_240x180.jpg ; https://im.mashina.kg/tachka/images//6/d/8/6d89b6c868a4c8177192bb8a2e35bb4d_240x180.jpg ; https://im.mashina.kg/tachka/images//3/8/b/38b58280d44b4ab40f99728c54dc4258_240x180.jpg
BMW 5 Серия,"$6002, 500000сом","2003г.,2.5л.,механика,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//8/3/1/8316f27ce8350a455798badfbfda03e6_240x180.jpg ; https://im.mashina.kg/tachka/images//1/b/9/1b903cb4d039e8d17a38938c7a2f9bf9_240x180.jpg ; https://im.mashina.kg/tachka/images//e/7/d/e7d04e47cab22ce8485b65858c615bbf_240x180.jpg ; https://im.mashina.kg/tachka/images//5/9/a/59a6549e17961dab8054d8af1aff317e_240x180.jpg ; https://im.mashina.kg/tachka/images//e/0/4/e04e20781da3a94973150b561cee3bf6_240x180.jpg
Volkswagen Golf,"$1000, 83310сом","1987г.,1.8л.,механика,хэтчбек5дв.,бензин,рульслева,298000км",https://im.mashina.kg/tachka/images//2/0/6/20698332aa3253094edd414bebccbfae_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/a/afafd74356fde7d5d36a678bdbf7d36e_240x180.jpg ; https://im.mashina.kg/tachka/images//d/d/7/dd7411062f83e0183dd148aeef63fe4a_240x180.jpg ; https://im.mashina.kg/tachka/images//a/7/2/a720f8239d11d4571ce68727e3df7114_240x180.jpg ; https://im.mashina.kg/tachka/images//b/f/e/bfea134893147033893bdcee284482ad_240x180.jpg
BMW 5 Серия,"$9200, 766452сом","2004г.,3л.,автомат,седан,бензин,рульслева,202000км",https://im.mashina.kg/tachka/images//2/c/7/2c7353a438f57f465bc5ec58482ab44c_240x180.jpg ; https://im.mashina.kg/tachka/images//0/1/c/01c8cc66f38861826d98639805a3e051_240x180.jpg ; https://im.mashina.kg/tachka/images//8/8/9/8899157a5a9b0d705367e309230a5513_240x180.jpg ; https://im.mashina.kg/tachka/images//e/5/0/e50cfc2faf04f60810bb6c8c3cd0c5e0_240x180.jpg ; https://im.mashina.kg/tachka/images//6/5/1/6518350fc65a65a350e2205115eb7664_240x180.jpg
Kia Sephia,"$1440, 120000сом","1997г.,1.5л.,механика,седан,бензин,рульслева,145000км",
Toyota Prius,"$16900, 1407939сом","2016г.,1.8л.,вариатор,хэтчбек5дв.,гибрид,рульслева,155000км",https://im.mashina.kg/tachka/images//b/5/a/b5aaa400904599ccc043d560e20cecf6_240x180.jpg ; https://im.mashina.kg/tachka/images//f/2/0/f207559db48a25e649e2a2e6512710c4_240x180.jpg ; https://im.mashina.kg/tachka/images//5/9/5/595818832fe434050c4035eff43c5f64_240x180.jpg
Kia Sorento,"$25500, 2124405сом","2016г.,2.2л.,автомат,внедорожник5дв.,дизель,рульслева",https://im.mashina.kg/tachka/images//7/d/d/7dd8adbc64b51ddc1a1c458f86db4878_240x180.jpg ; https://im.mashina.kg/tachka/images//e/2/0/e20cfec382bdc841455eb868cf9dedcf_240x180.jpg ; https://im.mashina.kg/tachka/images//8/9/f/89fa65dba2e0a84e0c33df64cd55a84e_240x180.jpg ; https://im.mashina.kg/tachka/images//d/3/f/d3f4fbd3a7a5752d82ec4adeaaa3d146_240x180.jpg ; https://im.mashina.kg/tachka/images//7/8/1/7819e242d36cb9f895b0e4545ccd5c95_240x180.jpg
Daewoo Matiz,"$1801, 150000сом","1998г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева,1000000км",https://im.mashina.kg/tachka/images//9/4/6/9469509facb65c303d154dbba3f8408d_240x180.jpg ; https://im.mashina.kg/tachka/images//d/6/e/d6ea26439dabb6fe0e017cec7bd88dba_240x180.jpg ; https://im.mashina.kg/tachka/images//6/e/a/6eac960f88cd8f3152ea0833284f55a2_240x180.jpg ; https://im.mashina.kg/tachka/images//5/1/a/51af3899783cbda224b349bf2e1bbe5f_240x180.jpg ; https://im.mashina.kg/tachka/images//6/7/d/67d14f9eea5d81d06de02d8c91928ee5_240x180.jpg
Honda Odyssey,"$2161, 180000сом","1996г.,2.2л.,автомат,минивэн,бензин,рульсправа,300000км",https://im.mashina.kg/tachka/images//3/7/9/379cc1f61a084e5eac91e6fda2b88389_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/b/efb91e06009e6568f984e6cd9674c02e_240x180.jpg ; https://im.mashina.kg/tachka/images//5/7/7/577f474f53db93fb3e3c201a00ae38cd_240x180.jpg ; https://im.mashina.kg/tachka/images//7/0/8/7086522a5cc5f1fed04ff52e189dc2dd_240x180.jpg ; https://im.mashina.kg/tachka/images//f/a/0/fa008a7830bbc0ca229765a14a135b0a_240x180.jpg
Mercedes-Benz E-класс,"$7500, 624825сом","2000г.,2.8л.,автомат,седан,бензин,рульслева,360000км",https://im.mashina.kg/tachka/images//d/9/e/d9e5d86fd17580b6af6b9526f1e6dbd0_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/a/45a29be8edc41503e3b909fbdd210375_240x180.jpg ; https://im.mashina.kg/tachka/images//a/c/4/ac424053e28d4d96aae48b50ae3a1534_240x180.jpg ; https://im.mashina.kg/tachka/images//b/7/a/b7a8b212ce50bf67fc9c963b1c116ba7_240x180.jpg ; https://im.mashina.kg/tachka/images//7/6/6/7663ca845569ee2e062d7ca5d6ce2a61_240x180.jpg
Mercedes-Benz E-класс,"$7500, 624825сом","2000г.,2.8л.,автомат,седан,бензин,рульслева,360000км",https://im.mashina.kg/tachka/images//d/9/e/d9e5d86fd17580b6af6b9526f1e6dbd0_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/a/45a29be8edc41503e3b909fbdd210375_240x180.jpg ; https://im.mashina.kg/tachka/images//a/c/4/ac424053e28d4d96aae48b50ae3a1534_240x180.jpg ; https://im.mashina.kg/tachka/images//b/7/a/b7a8b212ce50bf67fc9c963b1c116ba7_240x180.jpg ; https://im.mashina.kg/tachka/images//7/6/6/7663ca845569ee2e062d7ca5d6ce2a61_240x180.jpg
ВАЗ (Lada) 2109,"$2221, 185000сом","2001г.,1.5л.,механика,хэтчбек5дв.,бензин,рульслева,200000км",https://im.mashina.kg/tachka/images//8/3/1/831bf6926d3ec5426afd236a5416a792_240x180.jpg ; https://im.mashina.kg/tachka/images//9/d/2/9d2c9239c36d15cfd26c7bc1fd6c134f_240x180.jpg ; https://im.mashina.kg/tachka/images//8/a/4/8a4c95db62d599f6d2fdcec087f47e56_240x180.jpg ; https://im.mashina.kg/tachka/images//9/7/4/9748e123179db6a0fe578671e8630f34_240x180.jpg ; https://im.mashina.kg/tachka/images//0/8/8/088d6718afbe827caa8b623688225da6_240x180.jpg
Lexus ES,"$53600, 4465416сом","2019г.,2.5л.,вариатор,седан,гибрид,рульслева,46420км",https://im.mashina.kg/tachka/images//7/3/c/73c0759192516874488603a2adc3b495_240x180.jpg ; https://im.mashina.kg/tachka/images//3/4/c/34c4d37bbb064ec0da2236204bccbd5f_240x180.jpg ; https://im.mashina.kg/tachka/images//b/4/4/b4476557ff117ba9b2c0e3ba6b1996ff_240x180.jpg ; https://im.mashina.kg/tachka/images//3/3/c/33c939fdefb8ade20cdab704a11a6be1_240x180.jpg ; https://im.mashina.kg/tachka/images//7/f/d/7fd9c7fa425b492237b412937101c8aa_240x180.jpg
Mercedes-Benz E-класс,"$9200, 766452сом","2001г.,4.3л.,автомат,седан,бензин,рульслева,126000км",https://im.mashina.kg/tachka/images//3/f/0/3f042d1b3c7fe9d63ee30ee766442b52_240x180.jpg ; https://im.mashina.kg/tachka/images//e/6/c/e6c30e46261469c62eb78000974358eb_240x180.jpg ; https://im.mashina.kg/tachka/images//3/a/e/3ae8ebef43069d22bb7220912337cc6c_240x180.jpg ; https://im.mashina.kg/tachka/images//1/b/4/1b4c948d3eff5911031b634c8ffa216e_240x180.jpg ; https://im.mashina.kg/tachka/images//7/c/e/7cea431657e9d44ca42757b1d6fc8bfd_240x180.jpg
Lexus ES,"$24500, 2041095сом","2015г.,2.5л.,вариатор,седан,гибрид,рульслева,163500км",https://im.mashina.kg/tachka/images//f/c/0/fc044d32fe7f0c7090189d8c7dbb9f79_240x180.jpg ; https://im.mashina.kg/tachka/images//5/4/3/5430188ea251772e9e8c3f071c008a96_240x180.jpg ; https://im.mashina.kg/tachka/images//1/5/8/1584bc645f199a8f5e2b8e9e7a5153cd_240x180.jpg ; https://im.mashina.kg/tachka/images//e/4/1/e41852c08fb7963112861736d91a5b2f_240x180.jpg ; https://im.mashina.kg/tachka/images//4/e/a/4ea33934a443f3f25870d391d42cb496_240x180.jpg
Toyota Camry,"$6750, 562343сом","2001г.,2.2л.,автомат,седан,бензин,рульсправа,260000км",https://im.mashina.kg/tachka/images//d/0/c/d0c4949ceab07ceaa6e367f4b5d06323_240x180.jpg ; https://im.mashina.kg/tachka/images//4/a/0/4a0cd82aa42673d286362fe59c0deb98_240x180.jpg ; https://im.mashina.kg/tachka/images//6/8/a/68a352dfbb03fc56e9a4175ebdd46618_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/7/6b7075a86896986b2193bea3c6a614ed_240x180.jpg
BMW 5 Серия,"$16500, 1374615сом","2010г.,3л.,автомат,хэтчбек5дв.,бензин,рульслева,182000км",https://im.mashina.kg/tachka/images//e/6/5/e65a97b0fda22972828e4ba94835ffd3_240x180.jpg ; https://im.mashina.kg/tachka/images//d/b/3/db31b2eb584ca41052650b0e0fc1badf_240x180.jpg ; https://im.mashina.kg/tachka/images//a/a/7/aa79ec561bfb5870daf1de7b7432bb42_240x180.jpg ; https://im.mashina.kg/tachka/images//4/7/9/4794c666dae8afdfe19137408751f0d9_240x180.jpg ; https://im.mashina.kg/tachka/images//f/6/6/f6695c062578415873f318ec243005cd_240x180.jpg
Daewoo Matiz,"$3121, 260000сом","2008г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева,156000км",https://im.mashina.kg/tachka/images//f/e/8/fe8d9d6c67fbadd2147ab8cefc9a3ef9_240x180.jpg ; https://im.mashina.kg/tachka/images//d/1/b/d1b3201db5885d8e8e35da31405b35e0_240x180.jpg ; https://im.mashina.kg/tachka/images//6/9/f/69f3721639d3bf833aaacd42a68f47a2_240x180.jpg ; https://im.mashina.kg/tachka/images//8/8/9/889ae419aaeac4b4847e5e3134303582_240x180.jpg ; https://im.mashina.kg/tachka/images//1/2/6/12665c73c4870be9fbc5072920450f07_240x180.jpg
Mazda Demio,"$6800, 566508сом","2003г.,1.5л.,автомат,хэтчбек5дв.,бензин,рульсправа",https://im.mashina.kg/tachka/images//3/a/a/3aa15552e8bd5a61200d07d83c26bab2_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/7/1e7e9c6593608d2aa1553c258cf0cf4c_240x180.jpg ; https://im.mashina.kg/tachka/images//f/c/3/fc378640c2519c202b3dbc471e305a06_240x180.jpg
Honda CR-V,"$10300, 858093сом","2003г.,2л.,автомат,внедорожник5дв.,бензин,рульсправа,130000км",https://im.mashina.kg/tachka/images//3/0/5/305291a5272545ac0d92315b0598a393_240x180.jpg ; https://im.mashina.kg/tachka/images//0/6/6/0669f27a49aea1b25d3ccd63d63236d7_240x180.jpg ; https://im.mashina.kg/tachka/images//4/b/b/4bbdeed9a58c207fd505b2dc4af4ea39_240x180.jpg ; https://im.mashina.kg/tachka/images//9/d/e/9de82b24c6f27295f8210fb8299bc4e2_240x180.jpg ; https://im.mashina.kg/tachka/images//0/2/b/02bc7e200832aa27185f59d2b1a7935f_240x180.jpg
Honda Stream,"$6800, 566508сом","2002г.,2л.,автомат,компактвэн,бензин,рульсправа",https://im.mashina.kg/tachka/images//3/0/d/30db6d1e5138afac165d41ba8e39795d_240x180.jpg ; https://im.mashina.kg/tachka/images//b/0/9/b0911ae6736f306d7321d4b72b0a942c_240x180.jpg ; https://im.mashina.kg/tachka/images//b/5/2/b525b436bd80c4cd74a152e2e21f3479_240x180.jpg ; https://im.mashina.kg/tachka/images//e/8/f/e8fcef4ead1830cc2cd3d74e407af960_240x180.jpg
Daewoo Nexia,"$2401, 200000сом","2012г.,1.5л.,механика,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//0/6/b/06b21dde3a8dba0aa11c06d4b303a804_240x180.jpg ; https://im.mashina.kg/tachka/images//d/b/2/db26299ba8a74b67998abeb2501cd12f_240x180.jpg ; https://im.mashina.kg/tachka/images//9/2/3/92391fc027d4448be29e40462dc18d1d_240x180.jpg ; https://im.mashina.kg/tachka/images//a/6/f/a6fd8311e5022113927faead71819ba9_240x180.jpg
Daewoo Nexia,"$2401, 200000сом","2010г.,1.5л.,механика,седан,бензин,рульслева,175000км",https://im.mashina.kg/tachka/images//9/a/1/9a1103832493ff23c08307141abb6beb_240x180.jpg ; https://im.mashina.kg/tachka/images//c/a/7/ca7250ca957758df6db14c068ad4cae9_240x180.jpg ; https://im.mashina.kg/tachka/images//e/b/8/eb87dfd5b688a650660bed7f8b322bea_240x180.jpg ; https://im.mashina.kg/tachka/images//a/7/9/a7939d1fe9af38ad76fbdb1a8869ce3a_240x180.jpg ; https://im.mashina.kg/tachka/images//c/6/a/c6aaf5df163ac706c2fe5c29d9329154_240x180.jpg
Lexus GX,"$64000, 5331840сом","2017г.,4.6л.,автомат,внедорожник5дв.,бензин,рульслева,70000км",https://im.mashina.kg/tachka/images//6/b/0/6b089f7fce3b789bfc82ec752727ce23_240x180.jpg ; https://im.mashina.kg/tachka/images//c/1/6/c1616e8ebf08ea317fc5d8770443c4fe_240x180.jpg ; https://im.mashina.kg/tachka/images//7/8/5/785a861d16df3597e25d506e7a5b8d91_240x180.jpg ; https://im.mashina.kg/tachka/images//5/1/f/51f3056e04de870a205e0641af9d521f_240x180.jpg ; https://im.mashina.kg/tachka/images//a/8/4/a84c98edd776ba830b2053a26ce59460_240x180.jpg
Honda CR-V,"$21500, 1791165сом","2016г.,2.4л.,вариатор,внедорожник5дв.,бензин,рульслева,68000км",https://im.mashina.kg/tachka/images//5/8/6/586e9092e359e895e81b2ae0742e5f20_240x180.jpg ; https://im.mashina.kg/tachka/images//e/c/6/ec6b4046ee70586519864182431d70f0_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/f/affdd819be7ab1c7f7391f542ddc9301_240x180.jpg ; https://im.mashina.kg/tachka/images//3/8/0/380453ba14f4a466acfc91dff04e4d8e_240x180.jpg ; https://im.mashina.kg/tachka/images//1/5/f/15fc5bc81d54a08ecc580f472ad48304_240x180.jpg
Mercedes-Benz S-класс,"$15000, 1249650сом","2008г.,3.5л.,автомат,седан,бензин,рульслева,240000км",https://im.mashina.kg/tachka/images//9/f/f/9ff79005c17ff60be2786fb780118d08_240x180.jpg ; https://im.mashina.kg/tachka/images//6/6/8/6687ccdeecbaa36c9bc95c0157097003_240x180.jpg ; https://im.mashina.kg/tachka/images//b/0/a/b0a2d3b6360ceb5789667efffdfb3bd0_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/7/1e7f75b32e3ed6f36097061879c2ac94_240x180.jpg ; https://im.mashina.kg/tachka/images//8/5/7/857bf362a14f5e127cac29455d592960_240x180.jpg
Hyundai Santa Fe,"$25500, 2124405сом","2016г.,2.2л.,автомат,внедорожник5дв.,дизель,рульслева,98000км",https://im.mashina.kg/tachka/images//b/0/a/b0a06c99a2a32ce2ff4e12f6f7598947_240x180.jpg ; https://im.mashina.kg/tachka/images//e/0/f/e0ffd296d9274e8683e0b5c690685952_240x180.jpg ; https://im.mashina.kg/tachka/images//2/9/3/2938774aa4bfbb80ab462e697a1196cd_240x180.jpg ; https://im.mashina.kg/tachka/images//e/3/f/e3f34ab97bf235cd495a06b981f60f3e_240x180.jpg ; https://im.mashina.kg/tachka/images//1/b/9/1b9ecec780be970ce9242bc5561ed8a6_240x180.jpg
Honda Odyssey,"$6800, 566508сом","2002г.,2.3л.,автомат,минивэн,бензин,рульсправа",https://im.mashina.kg/tachka/images//9/1/5/91587afd2108be9b33b7ff01a697f45b_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/4/3746562cc8eb3dfcb5addc91e4e08783_240x180.jpg ; https://im.mashina.kg/tachka/images//d/2/9/d29d56fa2910090a8e937cf4e88670c5_240x180.jpg ; https://im.mashina.kg/tachka/images//6/8/b/68b670a6cac94d553ef1a41151b9ba28_240x180.jpg ; https://im.mashina.kg/tachka/images//8/9/7/8977dbe66e66b5968a7556c2ca062f71_240x180.jpg
BMW 5 Серия,"$16999, 1416187сом","2010г.,3л.,автомат,хэтчбек5дв.,бензин,рульслева,190000км",https://im.mashina.kg/tachka/images//b/d/d/bdd4be6ae159c5d534cdb2c0f5df9a5c_240x180.jpg ; https://im.mashina.kg/tachka/images//f/6/8/f6805ecf7931e4dd51a86f191351abd8_240x180.jpg ; https://im.mashina.kg/tachka/images//7/2/a/72a0470ddc36b7a25168b2f2d1bc2902_240x180.jpg ; https://im.mashina.kg/tachka/images//2/5/2/2524bdb813d62372bb168defce147f20_240x180.jpg ; https://im.mashina.kg/tachka/images//2/4/0/24050f66421d908909afc6fd6d6c8650_240x180.jpg
Toyota Allex,"$7000, 583170сом","2003г.,1.5л.,автомат,хэтчбек5дв.,бензин,рульсправа,170000км",https://im.mashina.kg/tachka/images//e/5/b/e5b2b78b7d7356e0868331ca5b9e79e8_240x180.jpg ; https://im.mashina.kg/tachka/images//c/1/a/c1a7d374b43034459888ec158bee827b_240x180.jpg ; https://im.mashina.kg/tachka/images//3/8/d/38d4829669730cb53cd76a36aa633ea5_240x180.jpg ; https://im.mashina.kg/tachka/images//1/7/4/17429d3bd9b1af921dbbc409110a6dfe_240x180.jpg ; https://im.mashina.kg/tachka/images//d/d/5/dd5396bd73ebdda70b7fcbe8c1b84ce7_240x180.jpg
Nissan Bluebird Sylphy,"$3721, 310000сом","2001г.,1.8л.,автомат,седан,бензин,рульсправа,185000км",https://im.mashina.kg/tachka/images//9/b/e/9bee9b06309529f86fd5eede5d8412cc_240x180.jpg ; https://im.mashina.kg/tachka/images//f/6/f/f6f4bbd117b3de1d9a5abced150f47af_240x180.jpg ; https://im.mashina.kg/tachka/images//e/0/f/e0fe0667df5a04328cca9f647f8d275b_240x180.jpg ; https://im.mashina.kg/tachka/images//0/5/c/05c7e9c50834d220a87d3764aaa57a83_240x180.jpg ; https://im.mashina.kg/tachka/images//6/2/a/62a07417b5153b3d05fe3a3b6d099249_240x180.jpg
Toyota Prius,"$16100, 1341291сом","2016г.,1.8л.,автомат,хэтчбек5дв.,гибрид,рульслева,184000км",https://im.mashina.kg/tachka/images//d/b/e/dbe66f81dc8bbd1644690883857252a3_240x180.jpg ; https://im.mashina.kg/tachka/images//b/c/a/bca2a6f5a9625664bb8a1c10327f013b_240x180.jpg ; https://im.mashina.kg/tachka/images//5/d/d/5dd46b6135441e2c4d628e4cd4af4d6c_240x180.jpg ; https://im.mashina.kg/tachka/images//d/3/3/d33e98684abec380c476bb32c47fc3ac_240x180.jpg ; https://im.mashina.kg/tachka/images//2/b/1/2b18ccd020de64cdf26d2bfc6622df3a_240x180.jpg
BMW 5 Серия,"$5500, 458205сом","1991г.,2л.,механика,седан,бензин,рульслева,168000км",https://im.mashina.kg/tachka/images//f/d/6/fd6c737f3daec64bd555b031f922f7cb_240x180.jpg ; https://im.mashina.kg/tachka/images//4/3/6/436ef6c2c6c24323f8054a4e5817cdb1_240x180.jpg ; https://im.mashina.kg/tachka/images//b/d/c/bdc27841383f5f70782b912150ed5d8c_240x180.jpg ; https://im.mashina.kg/tachka/images//5/1/0/510edbf1e70e51a9c10794e738e165ff_240x180.jpg ; https://im.mashina.kg/tachka/images//d/5/8/d58d77cc9d767bad564b87b4a6814da0_240x180.jpg
Toyota Camry,"$27000, 2249370сом","2018г.,2.5л.,автомат,седан,бензин,рульслева,200000км",https://im.mashina.kg/tachka/images//0/0/3/003706566ef704c5d8d0e4d0bc1dc246_240x180.jpg ; https://im.mashina.kg/tachka/images//8/4/8/8485003c79f9df175080d8cac5a79daa_240x180.jpg ; https://im.mashina.kg/tachka/images//d/4/0/d403548907704ac3bed551dd41b9c521_240x180.jpg ; https://im.mashina.kg/tachka/images//5/c/0/5c08d6a3f235b6b24f5cc7b06efb27dd_240x180.jpg ; https://im.mashina.kg/tachka/images//8/1/b/81ba89cd354e332468a3ba39277d5d54_240x180.jpg
Toyota RAV4,"$13500, 1124685сом","2006г.,2л.,автомат,внедорожник5дв.,бензин,рульслева,187000км",https://im.mashina.kg/tachka/images//4/a/a/4aa9c93b30b600c860196a0fa96177d2_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/d/37d48d300ea5210eecb44a18edd3c67b_240x180.jpg ; https://im.mashina.kg/tachka/images//1/4/0/140436ebe9bc9597a5d5c13cad5cf4e8_240x180.jpg ; https://im.mashina.kg/tachka/images//4/e/e/4eed224f36ae5480ae8395da2c3cfa8e_240x180.jpg ; https://im.mashina.kg/tachka/images//f/6/e/f6e0680179c70fa79c74e3085327d04a_240x180.jpg
Honda Stepwgn,"$10800, 899748сом","2003г.,2л.,автомат,минивэн,бензин,рульсправа",https://im.mashina.kg/tachka/images//3/f/1/3f1085d4dfda72e394622e55466c1975_240x180.jpg ; https://im.mashina.kg/tachka/images//6/7/6/676424f38655f79f534612ca9449e413_240x180.jpg ; https://im.mashina.kg/tachka/images//8/7/f/87f37d8444cb294ecd91b655a1361476_240x180.jpg ; https://im.mashina.kg/tachka/images//9/9/6/9960a8dc7156a01598f9f3dc88b46db7_240x180.jpg
Honda Accord,"$6800, 566508сом","1999г.,1.8л.,автомат,седан,бензин,рульсправа,250000км",https://im.mashina.kg/tachka/images//c/c/d/ccdb089d35c90f22c668a400e73336c1_240x180.jpg ; https://im.mashina.kg/tachka/images//6/9/2/6929caaa145da24adc917de8b2d1dff2_240x180.jpg ; https://im.mashina.kg/tachka/images//2/0/f/20f7968c44a0be3d7f072ceacfa645be_240x180.jpg ; https://im.mashina.kg/tachka/images//c/e/a/ceaf15fd3408e249000d0b3d13e48170_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/9/459a438a8d6066d78569d7d863b2b02c_240x180.jpg
Toyota Kluger,"$11500, 958065сом","2003г.,2.4л.,автомат,внедорожник5дв.,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//b/6/4/b648cb3258d185d6209a6efc322b2602_240x180.jpg ; https://im.mashina.kg/tachka/images//e/5/f/e5f4e308ac5082f7419479caea338fb7_240x180.jpg ; https://im.mashina.kg/tachka/images//8/2/f/82fcd1a37627b39928ed62feb055a21b_240x180.jpg ; https://im.mashina.kg/tachka/images//4/c/d/4cd2a836ac803d221c28843c9896b9d1_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/1/111930a51fba05fd94059ac8b3dba92a_240x180.jpg
Toyota Camry,"$12500, 1041375сом","2005г.,2.4л.,автомат,седан,бензин,рульсправа,20000км",https://im.mashina.kg/tachka/images//9/9/b/99b4c0e35b36aa9c0fc581c48e9a32c0_240x180.jpg ; https://im.mashina.kg/tachka/images//9/0/f/90fd78612297d2654e7f57e27a858ae2_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/4/1e4e9dd2631af765b053e27bdd540f3f_240x180.jpg ; https://im.mashina.kg/tachka/images//c/3/5/c353068d3f55bff17015f3c969141fb9_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/3/ef30feb1533dd5c06df73a442164e398_240x180.jpg
Subaru Forester,"$12000, 999720сом","2009г.,2.5л.,автомат,внедорожник5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//c/c/8/cc834d11ace0a5e6790c6eb1aef41966_240x180.jpg ; https://im.mashina.kg/tachka/images//b/0/5/b05f8316a6fe8551911a0a5d356ea32d_240x180.jpg ; https://im.mashina.kg/tachka/images//a/2/5/a2587ec1c6f8041fb68fb1e8915a87ab_240x180.jpg ; https://im.mashina.kg/tachka/images//c/f/7/cf7ce6c49f4c8a57f0335bfa6650c7a5_240x180.jpg ; https://im.mashina.kg/tachka/images//7/f/f/7ff49df8aa10be04361398cb9372f6d4_240x180.jpg
Chevrolet Volt,"$17800, 1482918сом","2016г.,1.5л.,вариатор,хэтчбек5дв.,гибрид,рульслева,97000км",https://im.mashina.kg/tachka/images//2/a/4/2a4f8a8c8e57e8bbf5acfb66d7a5924d_240x180.jpg ; https://im.mashina.kg/tachka/images//1/3/f/13f381ce8e13a5d44f770e7387f2e9cc_240x180.jpg ; https://im.mashina.kg/tachka/images//b/8/6/b86295146ca8758df54e0ba770234c41_240x180.jpg ; https://im.mashina.kg/tachka/images//1/6/2/1625c7bc4b88959956bbd303fc49a0db_240x180.jpg ; https://im.mashina.kg/tachka/images//9/5/2/952a94ea4b63d5cf097f9d4c9ae04978_240x180.jpg
ВАЗ (Lada) 2107,"$1200, 100000сом","2007г.,1.6л.,механика,седан,бензин,рульслева,180000км",https://im.mashina.kg/tachka/images//1/f/e/1fe6935480d70b543d90e53b59a835da_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/a/8da9e552d8e1a3b6f43ad491dbc049ee_240x180.jpg ; https://im.mashina.kg/tachka/images//c/0/8/c083479036dbb73acb97ad18c9b377f4_240x180.jpg ; https://im.mashina.kg/tachka/images//b/2/5/b25ac8b825f1c8248529b0ef7d39d220_240x180.jpg
Land Rover Range Rover,"$26500, 2207715сом","2011г.,5л.,автомат,внедорожник5дв.,бензин,рульслева,171000км",https://im.mashina.kg/tachka/images//0/b/0/0b0d4f3e472e098e25d6547b7cb09f24_240x180.jpg ; https://im.mashina.kg/tachka/images//6/f/e/6fee8a5c33266dd7c0b37a7d42afc101_240x180.jpg ; https://im.mashina.kg/tachka/images//5/6/d/56daefd3c98ef7379a80004fc3426547_240x180.jpg ; https://im.mashina.kg/tachka/images//2/1/9/219428ca4552bc9607eb499cc825d9a9_240x180.jpg ; https://im.mashina.kg/tachka/images//0/a/7/0a72dfcc077d275e35dcf5e413864b23_240x180.jpg
